m.01wb95	The Greatest Story Ever Told	m.012vct	George Stevens	film.film.written_by,film.film.directed_by
m.0bxzj4v	The Trotsky	m.07s1f6	Jacob Tierney	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.starring..film.performance.actor,film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04xvqk	Romper Stomper	m.0bv37m	Geoffrey Wright	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.02b5wk	EuroTrip	m.0dbc1s	David Mandel	film.film.directed_by,film.film.produced_by,film.film.written_by
m.0ptdz	The Family Man	m.0162c8	Brett Ratner	film.film.directed_by
m.041388m	Don 2	m.06kv6c	Farhan Akhtar	film.film.story_by,film.film.directed_by,film.film.produced_by
m.05b14nk	Afro Samurai: Resurrection	m.05h2hc8	Takashi Okazaki	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by
m.0hvvf	Bonnie and Clyde	m.052mkn	Arthur Penn	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0408m53	The House Bunny	m.0jvgmw	Fred Wolf	film.film.directed_by
m.076v0wk	Ip Man 2	m.0frnnz	Wilson Yip	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0gx8qlq	Celeste and Jesse Forever	m.07zkgh1	Lee Toland Krieger	film.film.directed_by
m.02vrgnr	Hancock	m.064jjy	Peter Berg	film.film.directed_by,film.film.starring..film.performance.actor
m.011xg5	A.I. Artificial Intelligence	m.06pj8	Steven Spielberg	film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.0gyb4h4	Sons of the Clouds	m.0bdtlvl	Alvaro Longoria	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.produced_by,film.film.written_by,film.film.personal_appearances..film.personal_film_appearance.person
m.05h34x0	My First Wife	m.0dkzpv	Paul Cox	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.written_by
m.027b977	Broken English	m.03wcg_v	Zoe Cassavetes	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02rmfbf	The Green Man	m.08kxjd	Basil Dearden	film.film.directed_by
m.0639bg	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	m.04bz4n	Andrew Adamson	film.film.executive_produced_by,film.film.directed_by,film.film.written_by
m.07vwht	Around the Bend	m.0jtqvn	Jordan Roberts	film.film.directed_by,film.film.written_by
m.03jsdr	Ararat	m.01vqrm	Atom Egoyan	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0c3nc	Green Card	m.0c3ns	Peter Weir	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.07ch32	Tokyo Joe	m.07z2k4	Stuart Heisler	film.film.directed_by
m.0466pq8	Agnes of God	m.012rng	Norman Jewison	film.film.produced_by,film.film.directed_by
m.0279dsj	The Interview	m.0brhk4x	Craig Monahan	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.0320fn	Short Cuts	m.0bzyh	Robert Altman	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.03v1rz	Big Top Pee-wee	m.05xdpj	Randal Kleiser	film.film.starring..film.performance.actor,film.film.directed_by
m.0bt3j9	Hairspray	m.0bq9hs	Adam Shankman	film.film.executive_produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0qf2t	Trainspotting	m.0qf43	Danny Boyle	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.05znxx	The Fugitive	m.081q0v	Andrew Davis	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0gkz3nz	Moonrise Kingdom	m.02ld6x	Wes Anderson	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.01gvsn	The Way We Were	m.029m83	Sydney Pollack	film.film.directed_by
m.0b450_b	The Twilight of the Golds	m.07mnxvn	Ross Kagan Marks	film.film.directed_by
m.0278rrm	Birdman of Alcatraz	m.045cq	John Frankenheimer	film.film.directed_by
m.011yr9	Elizabeth	m.01hs26	Shekhar Kapur	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0p9pl	Doctor Dolittle	m.04v048	Richard Fleischer	film.film.directed_by
m.048jc1	What a Girl Wants	m.02py6s_	Dennie Gordon	film.film.directed_by
m.04gnyp_	Forever Amber	m.09p06	Otto Preminger	film.film.directed_by
m.047ry5x	With a Friend Like Harry...	m.04ldtw4	Dominik Moll	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.06tnxf	It's All Gone Pete Tong	m.089qq8	Michael Dowse	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.04ynjx	Under the Tuscan Sun	m.091q7d	Audrey Wells	film.film.directed_by,film.film.produced_by,film.film.written_by
m.040b5k	House of Flying Daggers	m.014hdb	Zhang Yimou	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by
m.02dj5n	An American Werewolf in London	m.030vmc	John Landis	film.film.written_by,film.film.directed_by
m.02tgz4	Mr Deeds	m.0fvgnw	Steven Brill	film.film.directed_by
m.0q56dt3	The End	m.0q56w49	Jorge Torregrossa	film.film.directed_by
m.07fhd7	Kaala Patthar	m.03fw4y	Yash Chopra	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.produced_by
m.0gf8rv9	Harvest	m.0gf8rvk	Benjamin Cantu	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.0_9l_	Howards End	m.04ld94	James Ivory	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0glksfq	The Minister	m.04mkd35	Pierre Schöller	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.06wbm8q	Rise of the Guardians	m.0892bgx	Peter Ramsey	film.film.directed_by
m.0p_th	Kramer vs. Kramer	m.05drq5	Robert Benton	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.0crrg5c	This Movie Is Broken	m.02wbt4	Bruce McDonald	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.0by1wkq	Looper	m.080myz	Rian Johnson	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.07yt8m	The Big Easy	m.02q16ft	Jim McBride	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0234j5	Jackie Brown	m.0693l	Quentin Tarantino	film.film.written_by,film.film.directed_by,film.film.starring..film.performance.actor
m.0g5ptd5	The Kid with a Bike	m.06zf4d9	Luc Dardenne	film.film.produced_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.05jvc0	Used Cars	m.01f7j9	Robert Zemeckis	film.film.directed_by,film.film.written_by
m.080_x_	Over the Hedge	m.055bx0	Karey Kirkpatrick	film.film.directed_by,film.film.written_by
m.02f_gc	Real Genius	m.07b8nj	Martha Coolidge	film.film.directed_by
m.0ft18	Casablanca	m.0m9c1	Michael Curtiz	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.035yn8	The Exorcist	m.022_lg	William Friedkin	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0dgpwnk	This Must Be the Place	m.0267x9y	Paolo Sorrentino	film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by
m.02825cv	Walk Hard: The Dewey Cox Story	m.091cwb	Jake Kasdan	film.film.written_by,film.film.directed_by,film.film.produced_by
m.04j0ym7	Christie Malry's Own Double-Entry	m.05cdp77	Paul Tickell	film.film.directed_by
m.0b_v_wc	Didier	m.0krrfy	Alain Chabat	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.04n1drd	Not Quite Hollywood: The Wild, Untold Story of Ozploitation!	m.0qfv88q	Mark Hartley	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.edited_by
m.0283_fz	Swing Shift	m.04353	Jonathan Demme	film.film.directed_by
m.03tl01	The Life and Death of Colonel Blimp	m.016bx2	Michael Powell	film.film.directed_by,film.film.produced_by,film.film.written_by
m.018nnz	The Animatrix	m.03y56b	Peter Chung	film.film.directed_by,film.film.written_by
m.03w9gp_	Fast & Furious	m.09hr35	Justin Lin	film.film.directed_by
m.01ggr0	Fierce Creatures	m.07h0c7	Robert Young	film.film.directed_by
m.074x3d	La Strada	m.033rq	Federico Fellini	film.film.directed_by,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.story_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02_nsc	Days of Thunder	m.02tn0_	Tony Scott	film.film.directed_by
m.06fb_m	Demetrius and the Gladiators	m.09t4hh	Delmer Daves	film.film.directed_by
m.0b3n61	Madagascar: Escape 2 Africa	m.027x1y4	Eric Darnell	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.0gt1k	Ninotchka	m.0l9k1	Ernst Lubitsch	film.film.produced_by,film.film.executive_produced_by,film.film.directed_by
m.0dpl44	Crazy in Alabama	m.0436kgz	Antonio Banderas	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0g6z31	American Anthem	m.0k263_	Albert Magnoli	film.film.directed_by
m.025scjj	Julius Caesar	m.027vps	Joseph L. Mankiewicz	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.07n97_y	Katalin Varga	m.07n97_z	Peter Strickland	film.film.produced_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.06pxbc	The Juror	m.02krxq	Brian Gibson	film.film.directed_by
m.0b6c_nw	Siam Sunset	m.053gjx	John Polson	film.film.directed_by
m.0dgs73j	Confessions	m.02pl7tz	Tetsuya Nakashima	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.0crjg6	The Five Pennies	m.02qdymm	Melville Shavelson	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.06zn1c	The Pirate Movie	m.04vt98	Ken Annakin	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.08ct6	2001: A Space Odyssey	m.06mn7	Stanley Kubrick	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.story_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.04fjzv	The Shining	m.06mn7	Stanley Kubrick	film.film.directed_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by
m.074c0h	Hostel	m.058kqy	Eli Roth	film.film.starring..film.performance.actor,film.film.produced_by,film.film.written_by,film.film.directed_by
m.0cgqvn8	El bosque animado	m.0cgqvd4	Manolo Gómez	film.film.directed_by,film.film.produced_by
m.03dbjv	School of Rock	m.03dbds	Richard Linklater	film.film.directed_by
m.07thrq	Big Business	m.04d58x	Jim Abrahams	film.film.directed_by
m.02f28h	The Statement	m.012rng	Norman Jewison	film.film.starring..film.performance.actor,film.film.directed_by
m.063drh	Monster-in-Law	m.089rps	Robert Luketic	film.film.directed_by
m.0818hw	Happy, Texas	m.03mbrlh	Mark Illsley	film.film.written_by,film.film.directed_by,film.film.produced_by
m.0272x82	Calle 54	m.02rxbmt	Fernando Trueba	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.produced_by,film.film.directed_by
m.01pk7l	The Tuxedo	m.0k6r_1	Kevin Donovan	film.film.directed_by
m.0j80w	The Quiet Man	m.01pp3p	John Ford	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0cq8qq	How Green Was My Valley	m.01pp3p	John Ford	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0kvgxk	The Ice Storm	m.0h1p	Ang Lee	film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0mmbb	The Karate Kid	m.0l15n	John G. Avildsen	film.film.directed_by,film.film.edited_by
m.0j8f2hc	Under African Skies	m.08cn_n	Joe Berlinger	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by
m.07h0zf	Bob le flambeur	m.0507vd	Jean-Pierre Melville	film.film.directed_by,film.film.starring..film.performance.actor,film.film.produced_by,film.film.written_by
m.0272f6n	Asterix & Obelix: Mission Cleopatra	m.0krrfy	Alain Chabat	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.starring..film.performance.actor,film.film.directed_by
m.04jrlg	Shanghai Surprise	m.08pbsn_	Jim Goddard	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.08nhfc1	Crazy Heart	m.08nhfc2	Scott Cooper	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.written_by,film.film.directed_by
m.043sb69	The Pirates of Penzance	m.02q05sk	Wilford Leach	film.film.directed_by,film.film.written_by
m.04s2t2	Wrong Is Right	m.03d1y3	Richard Brooks	film.film.produced_by,film.film.directed_by
m.01n30p	Ghost World	m.020ydj	Terry Zwigoff	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by
m.04vcfx	Flubber	m.07khg2v	Les Mayfield	film.film.directed_by
m.05dl1s	Black Robe	m.02r5w9	Bruce Beresford	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.093dxrb	The Man Next Door	m.093dxrm	Mariano Cohn	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.cinematography,award.award_winning_work.awards_won..award.award_honor.award_winner
m.05b_fl	The Saint	m.06rrf8	Phillip Noyce	film.film.directed_by
m.097zcz	A Streetcar Named Desire	m.0bs8d	Elia Kazan	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.04w7fk	Changing Lanes	m.0fyhw5	Roger Michell	film.film.directed_by
m.09tqkv2	The Kids Are All Right	m.0cknm2	Lisa Cholodenko	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0326dp	Gross Anatomy	m.03cjdhd	Thom Eberhardt	film.film.directed_by
m.011yl_	Shine	m.0799q2	Scott Hicks	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.story_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.05b51bw	Pueblerina	m.08j2hx	Emilio Fernández	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.03wh35	Peter Pan	m.09t4t8	Jack Kinney	film.film.directed_by
m.0hyq8hg	No Rest For the Wicked	m.03c6phm	Enrique Urbizu	film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.02rd9y5	4 Months, 3 Weeks and 2 Days	m.02rbk8f	Cristian Mungiu	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.produced_by
m.07zc2f	The Day of the Beast	m.097kqh	Álex de la Iglesia	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.09hq9g	Private Resort	m.06zjzlm	George Bowers	film.film.directed_by
m.0bs5vty	Midnight in Paris	m.081lh	Woody Allen	film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.0g9vy9p	The Sorcerer and the White Snake	m.09mr2l	Ching Siu-tung	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.09r94m	United 93	m.06cxyj	Paul Greengrass	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.produced_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner
m.08vw2f	Beverly Hills Ninja	m.086mp8	Dennis Dugan	film.film.directed_by
m.0gt14	Mr. Smith Goes to Washington	m.030pr	Frank Capra	film.film.directed_by,film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.09d38d	A Star Is Born	m.03bw6	George Cukor	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0f24wq	Suite Habana	m.0f24f2	Fernando Pérez	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0kvh49	Living Out Loud	m.0g38xc	Richard LaGravenese	film.film.directed_by
m.02py1_y	Pal Joey	m.05f2fc	George Sidney	film.film.directed_by
m.02hhfl	La Haine	m.02hhgv	Mathieu Kassovitz	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,film.film.edited_by,film.film.written_by
m.0gc_c_	Land of the Lost	m.09xnpc	Brad Silberling	film.film.executive_produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0cgzk_7	¡Hay motivo!	m.02rxbt9	Manuel Gómez Pereira	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02cbg0	House of Sand and Fog	m.0g8c26	Vadim Perelman	film.film.directed_by,film.film.produced_by,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.02qr69m	Changeling	m.0bwh6	Clint Eastwood	film.film.directed_by,film.film.produced_by,film.film.music,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.04j2slm	My Louisiana Sky	m.03v0vd	Adam Arkin	award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.016z5x	Chaplin	m.0kr5_	Richard Attenborough	film.film.produced_by,film.film.directed_by
m.02qfcty	City of Hope	m.043hg	John Sayles	film.film.directed_by,film.film.written_by,film.film.edited_by,film.film.starring..film.performance.actor
m.09gpljv	Five Days Without Nora	m.0bdtcyr	Mariana Chenillo	film.film.edited_by,film.film.produced_by,film.film.written_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by
m.063_829	The Father of My Children	m.0641mkp	Mia Hansen-Løve	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by
m.02z31k3	South from Granada	m.03c7mqw	Fernando Colomo	film.film.directed_by,film.film.written_by
m.0p9rz	Romeo and Juliet	m.0b_c7	Franco Zeffirelli	film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0jsdfbk	17 Girls	m.0h_3j0x	Muriel Coulin	film.film.written_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.0gm2_0	The Lookout	m.0czxkp	Scott Frank	award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by
m.08487v	Love & Basketball	m.05w7vc	Gina Prince-Bythewood	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.written_by,film.film.directed_by
m.0bj75qd	Outside the Law	m.0krykr	Rachid Bouchareb	film.film.written_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by
m.0f7hw	Coming to America	m.030vmc	John Landis	film.film.directed_by
m.0dgrkgz	Kawasaki's Rose	m.0cgjbc	Jan Hřebejk	film.film.directed_by
m.03wbc9m	King of the Airways	m.0b7bvm1	Michel Poulette	film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee
m.03ct9vn	Last Train from Gun Hill	m.05h72z	John Sturges	film.film.directed_by
m.03qhxn_	Perfume	m.099n_b	Michael Rymer	film.film.directed_by,film.film.written_by
m.09fqgj	Stardust	m.030_00	Matthew Vaughn	film.film.written_by,film.film.directed_by,award.award_winning_work.awards_won..award.award_honor.award_winner,film.film.produced_by
m.0cwy47	Cleopatra	m.027vps	Joseph L. Mankiewicz	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
m.046vs6	October Sky	m.0bbkw5	Joe Johnston	film.film.directed_by
m.0dks22	Havana	m.029m83	Sydney Pollack	film.film.directed_by,film.film.produced_by
m.04h3j4	That Darn Cat	m.02v5pn	Bob Spiers	film.film.directed_by
m.011ykb	Jerry Maguire	m.01vb6z	Cameron Crowe	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by,film.film.produced_by
m.06w9zfg	The Bounty Hunter	m.0bb613	Andy Tennant	film.film.directed_by
m.02_kd	Four Weddings and a Funeral	m.03dpdl	Mike Newell	film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,award.award_winning_work.awards_won..award.award_honor.award_winner
m.05b4yn0	Heatwave	m.06rrf8	Phillip Noyce	film.film.directed_by,film.film.written_by
m.03b1bm	Anna	m.0cqyxh	Yurek Bogayevicz	film.film.produced_by,film.film.directed_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.story_by
m.03ck20l	Meet the Spartans	m.0cgkyhg	Jason Friedberg	film.film.produced_by,award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.directed_by,film.film.written_by
m.0660qx	State and Main	m.02b29	David Mamet	award.award_nominated_work.award_nominations..award.award_nomination.award_nominee,film.film.written_by,film.film.directed_by
